VBELN,POSNR,MATNR,KWMENG,NETPR,NETWR
32063,10,DXTR1000,7,165.52,1158.67
32063,20,DXTR1000,10,1179.76,11797.57
32063,30,DXTR1000,8,67.84,542.72
32064,10,DXTR1000,15,379.09,5686.34
32064,20,DXTR1000,16,652.19,10435.01
32065,10,ORMN1000,4,237.59,950.36
32065,20,BOTL1000,10,178.49,1784.93
32065,30,BOTL1000,9,609.91,5489.17
32065,40,ORMN1000,13,443.66,5767.56
32066,10,ORMN1000,12,73.22,878.59
32066,20,ORMN1000,3,263.99,791.97
32066,30,PUMP1000,17,347.45,5906.66
32066,40,DXTR1000,2,2191.6,4383.21
32067,10,ORMN1000,8,196.31,1570.45
32067,20,PUMP1000,11,125.16,1376.77
32067,30,EPAD1000,2,4314.42,8628.83
32068,10,ORMN1000,8,716.26,5730.11
32068,20,EPAD1000,8,1802.96,14423.68
32068,30,EPAD1000,24,599.71,14392.98
32068,40,DXTR1000,1,4269.19,4269.19
32069,10,DXTR1000,20,407.49,8149.86
32070,10,EPAD1000,15,129.3,1939.5
32070,20,EPAD1000,7,143.41,1003.88
32070,30,PRTR1000,9,262.93,2366.39
32071,10,PUMP1000,3,411.66,1234.98
32071,20,PRTR1000,6,149.0,894.02
32071,30,ORMN1000,19,61.22,1163.21
32071,40,PUMP1000,22,54.05,1189.1
32072,10,PRTR1000,17,2215.12,37656.97
32072,20,DXTR1000,5,4299.43,21497.15
32073,10,DXTR1000,9,128246.08,1154214.76
32074,10,ORMN1000,10,13203.56,132035.64
32075,10,EPAD1000,4,15086.43,60345.74
32076,10,DXTR1000,16,468.78,7500.52
32076,20,DXTR1000,15,1236.67,18550.03
32076,30,PUMP1000,2,4875.41,9750.83
32076,40,DXTR1000,6,229.47,1376.82
32077,10,BOTL1000,6,18126.65,108759.87
32078,10,PRTR1000,18,5708.38,102750.8
32079,10,ORMN1000,21,965.06,20266.34
32079,20,PUMP1000,5,300.55,1502.73
32079,30,EPAD1000,1,14561.71,14561.71
32080,10,ORMN1000,6,1466.96,8801.76
32080,20,PUMP1000,21,1345.32,28251.77
32081,10,ORMN1000,7,2081.82,14572.73
32081,20,ORMN1000,10,1813.94,18139.43
32081,30,BOTL1000,25,948.48,23711.99
32081,40,BOTL1000,23,738.01,16974.26
32082,10,PRTR1000,16,1159.57,18553.11
32082,20,DXTR1000,17,2767.44,47046.5
32083,10,BOTL1000,10,3904.57,39045.69
32083,20,EPAD1000,16,445.49,7127.78
32084,10,EPAD1000,20,2348.47,46969.31
32084,20,BOTL1000,15,3843.07,57646.06
32084,30,PRTR1000,22,5082.25,111809.45
32084,40,PRTR1000,4,4582.26,18329.04
32085,10,ORMN1000,7,1464.4,10250.78
32085,20,PUMP1000,8,848.26,6786.11
32085,30,PUMP1000,21,246.21,5170.36
32085,40,ORMN1000,12,620.61,7447.37
32086,10,PRTR1000,17,1232.2,20947.45
32086,20,PRTR1000,22,433.27,9531.93
32086,30,ORMN1000,24,640.98,15383.48
32087,10,ORMN1000,1,232548.62,232548.62
32088,10,PUMP1000,24,2787.14,66891.3
32089,10,ORMN1000,6,988.88,5933.25
32089,20,ORMN1000,1,19775.61,19775.61
32089,30,BOTL1000,20,1974.8,39495.97
32089,40,DXTR1000,8,1074.82,8598.54
32090,10,PRTR1000,14,205.27,2873.74
32090,20,PRTR1000,12,2172.06,26064.69
32090,30,PRTR1000,7,3143.3,22003.12
32091,10,ORMN1000,22,1626.71,35787.69
32092,10,EPAD1000,6,6951.66,41709.97
32092,20,BOTL1000,6,7071.9,42431.39
32092,30,DXTR1000,1,83044.44,83044.44
32093,10,PUMP1000,9,2348.76,21138.81
32093,20,BOTL1000,5,4463.1,22315.49
32093,30,PRTR1000,3,1796.35,5389.05
32094,10,EPAD1000,3,2169.66,6508.98
32094,20,DXTR1000,2,13784.67,27569.34
32094,30,PRTR1000,4,6273.69,25094.76
32095,10,BOTL1000,17,12541.09,213198.54
32096,10,PUMP1000,18,2457.96,44243.26
32096,20,PRTR1000,25,2292.13,57303.13
32097,10,DXTR1000,16,1375.32,22005.18
32097,20,BOTL1000,1,34533.65,34533.65
32097,30,DXTR1000,25,124.7,3117.43
32098,10,PRTR1000,17,7208.45,122543.73
32099,10,DXTR1000,1,18133.07,18133.07
32099,20,ORMN1000,7,9444.62,66112.36
32099,30,ORMN1000,19,2036.9,38701.09
32099,40,DXTR1000,13,2757.42,35846.46
32100,10,EPAD1000,13,2108.38,27408.95
32100,20,BOTL1000,4,1311.1,5244.42
32100,30,EPAD1000,12,1406.18,16874.21
32101,10,PRTR1000,1,1875.2,1875.2
32101,20,PUMP1000,20,60.65,1212.9
32101,30,ORMN1000,2,3830.68,7661.36
32101,40,EPAD1000,14,93.42,1307.85
32102,10,ORMN1000,11,645.17,7096.92
32102,20,PRTR1000,2,4155.68,8311.36
32103,10,PRTR1000,13,3476.29,45191.74
32104,10,DXTR1000,1,2983.07,2983.07
32104,20,BOTL1000,9,608.71,5478.41
32105,10,EPAD1000,12,2358.46,28301.55
32106,10,ORMN1000,2,21887.67,43775.35
32106,20,ORMN1000,24,2501.56,60037.37
32106,30,DXTR1000,18,2614.86,47067.47
32107,10,DXTR1000,11,2426.77,26694.51
32107,20,EPAD1000,14,1221.91,17106.71
32107,30,PUMP1000,22,785.52,17281.42
32108,10,DXTR1000,7,800.92,5606.42
32108,20,EPAD1000,17,324.58,5517.93
32108,30,EPAD1000,15,458.24,6873.57
32109,10,PRTR1000,10,18860.82,188608.23
32109,20,BOTL1000,14,15069.94,210979.09
32110,10,BOTL1000,11,274.26,3016.88
32110,20,EPAD1000,10,3939.97,39399.68
32110,30,PUMP1000,25,1007.04,25175.94
32111,10,BOTL1000,11,3666.16,40327.71
32112,10,PUMP1000,23,3202.54,73658.33
32113,10,ORMN1000,23,942.01,21666.28
32113,20,ORMN1000,24,1079.41,25905.78
32113,30,DXTR1000,10,3517.56,35175.6
32114,10,PRTR1000,15,276.34,4145.07
32114,20,DXTR1000,14,300.82,4211.43
32115,10,ORMN1000,15,332.82,4992.33
32115,20,PUMP1000,1,22547.8,22547.8
32115,30,BOTL1000,23,132.4,3045.24
32115,40,ORMN1000,14,900.59,12608.24
32116,10,PRTR1000,11,602.16,6623.72
32116,20,DXTR1000,22,163.98,3607.62
32116,30,BOTL1000,2,2728.84,5457.69
32116,40,PUMP1000,12,82.95,995.41
32117,10,PUMP1000,20,1497.75,29954.93
32118,10,PRTR1000,23,253.93,5840.49
32118,20,PRTR1000,25,650.59,16264.75
32118,30,PUMP1000,17,1008.51,17144.73
32119,10,PRTR1000,6,1257.32,7543.9
32119,20,DXTR1000,16,130.15,2082.46
32119,30,PRTR1000,24,130.77,3138.54
32119,40,BOTL1000,11,518.74,5706.15
32120,10,DXTR1000,23,7.39,170.04
32120,20,ORMN1000,13,667.19,8673.51
32120,30,ORMN1000,24,602.86,14468.72
32120,40,PUMP1000,22,490.61,10793.49
32121,10,ORMN1000,10,9782.62,97826.17
32122,10,BOTL1000,17,597.55,10158.28
32122,20,EPAD1000,11,2184.78,24032.6
32123,10,ORMN1000,15,2938.97,44084.49
32124,10,ORMN1000,3,10214.79,30644.37
32125,10,EPAD1000,1,38811.83,38811.83
32126,10,PRTR1000,11,4215.36,46368.91
32127,10,PRTR1000,19,301.69,5732.18
32127,20,EPAD1000,13,90.29,1173.74
32127,30,ORMN1000,5,640.58,3202.9
32128,10,PRTR1000,3,7116.22,21348.67
32129,10,EPAD1000,15,464.07,6961.01
32129,20,PUMP1000,13,1220.33,15864.27
32129,30,ORMN1000,13,173.11,2250.47
32130,10,PRTR1000,22,231.64,5096.07
32130,20,BOTL1000,6,951.91,5711.45
32130,30,PRTR1000,14,558.1,7813.36
32130,40,DXTR1000,1,4563.72,4563.72
32131,10,BOTL1000,3,9823.44,29470.31
32132,10,ORMN1000,6,969.62,5817.74
32132,20,ORMN1000,14,1360.27,19043.84
32132,30,PUMP1000,5,3757.5,18787.5
32132,40,PRTR1000,9,398.97,3590.71
32133,10,ORMN1000,16,1520.91,24334.55
32133,20,DXTR1000,8,2746.72,21973.78
32134,10,EPAD1000,14,2603.39,36447.51
32134,20,PUMP1000,9,1039.01,9351.07
32135,10,ORMN1000,11,498.34,5481.71
32135,20,DXTR1000,23,135.49,3116.34
32135,30,BOTL1000,23,474.27,10908.21
32135,40,DXTR1000,1,7654.13,7654.13
32136,10,BOTL1000,10,5153.03,51530.34
32136,20,BOTL1000,21,435.41,9143.7
32137,10,BOTL1000,18,1219.16,21944.89
32138,10,EPAD1000,22,991.41,21810.93
32138,20,EPAD1000,17,17.28,293.74
32139,10,EPAD1000,19,737.01,14003.21
32139,20,ORMN1000,25,709.4,17734.92
32140,10,PUMP1000,4,13.73,54.91
32140,20,PUMP1000,4,676.09,2704.34
32140,30,EPAD1000,3,839.8,2519.4
32141,10,DXTR1000,20,194.34,3886.71
32141,20,PUMP1000,22,226.64,4986.1
32141,30,DXTR1000,7,321.83,2252.83
32141,40,EPAD1000,8,418.16,3345.25
32142,10,EPAD1000,24,956.19,22948.61
32142,20,BOTL1000,17,1243.95,21147.1
32143,10,BOTL1000,15,243.66,3654.84
32143,20,PUMP1000,8,1014.97,8119.77
32143,30,BOTL1000,1,12155.37,12155.37
32143,40,EPAD1000,15,188.32,2824.85
32144,10,DXTR1000,10,845.46,8454.59
32144,20,DXTR1000,12,1277.21,15326.5
32144,30,PUMP1000,15,241.26,3618.87
32144,40,EPAD1000,20,612.0,12240.06
32145,10,EPAD1000,11,1133.85,12472.4
32145,20,PUMP1000,22,85.76,1886.79
32146,10,BOTL1000,5,3570.31,17851.54
32146,20,DXTR1000,2,6452.36,12904.72
32146,30,ORMN1000,7,2950.25,20651.76
32146,40,BOTL1000,22,1037.22,22818.86
32147,10,PUMP1000,9,2643.17,23788.52
32147,20,ORMN1000,15,130.28,1954.21
32147,30,BOTL1000,12,648.67,7784.04
32147,40,ORMN1000,14,999.4,13991.61
32148,10,PUMP1000,8,4480.92,35847.38
32148,20,BOTL1000,16,2001.91,32030.59
32149,10,PRTR1000,8,221.68,1773.45
32149,20,PUMP1000,10,310.89,3108.86
32149,30,BOTL1000,11,350.23,3852.52
32149,40,DXTR1000,13,414.9,5393.68
32150,10,PRTR1000,8,4185.03,33480.25
32150,20,EPAD1000,13,1004.08,13052.99
32150,30,ORMN1000,18,2688.17,48387.05
32151,10,PRTR1000,23,1470.79,33828.08
32152,10,EPAD1000,14,443.22,6205.11
32152,20,PRTR1000,7,1004.57,7032.0
32153,10,PUMP1000,1,57719.77,57719.77
32154,10,DXTR1000,3,1688.45,5065.34
32154,20,BOTL1000,6,447.28,2683.66
32154,30,ORMN1000,6,654.01,3924.08
32155,10,DXTR1000,23,172.29,3962.72
32155,20,PRTR1000,3,6859.15,20577.46
32155,30,BOTL1000,15,685.28,10279.21
32156,10,BOTL1000,13,797.05,10361.61
32157,10,DXTR1000,16,429.21,6867.38
32157,20,EPAD1000,5,2486.13,12430.65
32157,30,PUMP1000,2,5982.21,11964.42
32158,10,DXTR1000,21,887.87,18645.17
32158,20,EPAD1000,16,1409.55,22552.87
32159,10,ORMN1000,14,1894.5,26523.06
32159,20,PRTR1000,20,1653.15,33063.04
32159,30,DXTR1000,22,985.26,21675.69
32160,10,BOTL1000,21,1576.09,33097.92
32160,20,ORMN1000,17,792.78,13477.27
32160,30,ORMN1000,23,1541.31,35450.23
32161,10,PUMP1000,12,1436.75,17240.97
32161,20,BOTL1000,8,867.35,6938.82
32161,30,DXTR1000,23,1092.48,25127.07
32162,10,BOTL1000,21,112.94,2371.81
32162,20,DXTR1000,2,7024.67,14049.33
32162,30,BOTL1000,3,4773.81,14321.44
32163,10,BOTL1000,25,300.13,7503.2
32163,20,PUMP1000,16,601.96,9631.28
32163,30,EPAD1000,7,820.58,5744.04
32163,40,ORMN1000,13,215.86,2806.23
32164,10,BOTL1000,17,1315.79,22368.38
32165,10,EPAD1000,4,4933.62,19734.5
32165,20,BOTL1000,24,932.63,22383.2
32165,30,PUMP1000,18,745.35,13416.32
32166,10,BOTL1000,11,1089.98,11989.78
32166,20,BOTL1000,5,6864.5,34322.49
32166,30,BOTL1000,3,8404.69,25214.07
32167,10,BOTL1000,16,3140.4,50246.42
32168,10,PRTR1000,11,1026.4,11290.37
32168,20,PRTR1000,24,1439.18,34540.3
32168,30,PRTR1000,19,114.54,2176.23
32168,40,EPAD1000,4,8334.39,33337.56
32169,10,EPAD1000,2,62555.97,125111.95
32170,10,ORMN1000,14,5152.46,72134.44
32170,20,ORMN1000,12,23466.13,281593.55
32170,30,PUMP1000,4,3543.69,14174.75
32171,10,PRTR1000,13,609.85,7928.05
32172,10,EPAD1000,1,9616.98,9616.98
32173,10,EPAD1000,19,2596.94,49341.81
32174,10,PRTR1000,25,4651.92,116297.91
32175,10,EPAD1000,17,1745.95,29681.08
32175,20,EPAD1000,16,3823.22,61171.59
32175,30,PRTR1000,24,442.74,10625.81
32176,10,DXTR1000,15,2580.38,38705.66
32177,10,PRTR1000,21,186.96,3926.09
32177,20,BOTL1000,15,139.8,2097.05
32178,10,ORMN1000,17,2700.2,45903.43
32179,10,PUMP1000,14,2079.35,29110.84
32180,10,EPAD1000,20,328.09,6561.88
32180,20,PRTR1000,8,610.46,4883.69
32180,30,DXTR1000,2,919.67,1839.34
32180,40,PRTR1000,25,16.15,403.78
32181,10,ORMN1000,23,740.09,17021.99
32181,20,EPAD1000,5,3226.05,16130.26
32181,30,BOTL1000,12,2981.63,35779.58
32182,10,EPAD1000,21,971.25,20396.18
32182,20,ORMN1000,25,987.38,24684.58
32183,10,ORMN1000,5,9748.55,48742.77
32184,10,BOTL1000,14,193.73,2712.21
32184,20,BOTL1000,11,1141.63,12557.95
32184,30,EPAD1000,6,1263.68,7582.1
32184,40,BOTL1000,4,2157.16,8628.65
32185,10,BOTL1000,7,1586.78,11107.45
32185,20,DXTR1000,6,1390.82,8344.91
32185,30,BOTL1000,3,992.26,2976.78
32185,40,BOTL1000,15,334.29,5014.34
32186,10,DXTR1000,17,4497.88,76464.01
32186,20,DXTR1000,5,12933.15,64665.76
32186,30,ORMN1000,23,255.91,5885.9
32187,10,EPAD1000,22,52525.34,1155557.45
32187,20,DXTR1000,20,12388.3,247766.01
32187,30,ORMN1000,21,26486.53,556217.16
32188,10,PUMP1000,5,476.72,2383.59
32188,20,PRTR1000,23,66.18,1522.06
32188,30,DXTR1000,14,60.65,849.12
32188,40,ORMN1000,24,43.95,1054.68
32189,10,PUMP1000,5,375.42,1877.12
32189,20,PUMP1000,16,438.19,7011.08
32189,30,ORMN1000,12,778.11,9337.36
32190,10,PRTR1000,20,987.65,19752.91
32190,20,ORMN1000,7,239.89,1679.23
32190,30,ORMN1000,11,958.36,10541.95
32191,10,PUMP1000,2,2021.78,4043.55
32191,20,BOTL1000,23,39.34,904.91
32191,30,DXTR1000,3,1335.51,4006.52
32191,40,BOTL1000,10,117.84,1178.44
32192,10,ORMN1000,1,11260.36,11260.36
32192,20,PUMP1000,18,9.35,168.32
32192,30,PUMP1000,18,537.81,9680.51
32193,10,EPAD1000,22,1614.91,35527.99
32194,10,DXTR1000,18,296.4,5335.13
32194,20,PRTR1000,8,944.34,7554.72
32194,30,EPAD1000,25,375.83,9395.69
32194,40,BOTL1000,9,680.38,6123.43
32195,10,EPAD1000,4,4097.89,16391.55
32195,20,PUMP1000,14,609.47,8532.59
32196,10,ORMN1000,3,4054.46,12163.38
32196,20,ORMN1000,8,1243.89,9951.1
32196,30,DXTR1000,25,224.3,5607.54
32197,10,PRTR1000,15,10594.96,158924.37
32197,20,PRTR1000,8,33059.75,264477.97
32197,30,BOTL1000,10,35019.42,350194.16
32197,40,DXTR1000,21,1387.31,29133.51
32198,10,ORMN1000,10,387.64,3876.45
32198,20,ORMN1000,24,102.4,2457.62
32198,30,EPAD1000,11,263.65,2900.13
32198,40,BOTL1000,20,155.24,3104.85
32199,10,EPAD1000,7,4228.63,29600.39
32200,10,PRTR1000,13,797.59,10368.69
32200,20,ORMN1000,14,27.82,389.44
32201,10,BOTL1000,7,1537.43,10761.99
32201,20,PUMP1000,12,868.28,10419.4
32202,10,PRTR1000,3,3681.57,11044.71
32202,20,EPAD1000,19,812.02,15428.33
32202,30,PRTR1000,25,624.92,15623.12
32203,10,DXTR1000,15,209.9,3148.54
32203,20,PUMP1000,11,2077.61,22853.66
32203,30,DXTR1000,8,657.77,5262.18
32204,10,ORMN1000,7,4282.13,29974.91
32204,20,EPAD1000,20,23.22,464.39
32204,30,ORMN1000,12,2275.09,27301.09
32204,40,DXTR1000,17,195.05,3315.82
32205,10,PUMP1000,6,4029.3,24175.78
32205,20,DXTR1000,5,3004.63,15023.16
32205,30,DXTR1000,4,2292.06,9168.24
32205,40,BOTL1000,12,814.87,9778.41
32206,10,ORMN1000,17,92.78,1577.34
32206,20,ORMN1000,7,830.85,5815.97
32206,30,BOTL1000,2,2186.96,4373.93
32206,40,EPAD1000,7,220.14,1541.0
32207,10,ORMN1000,10,40.74,407.4
32207,20,PRTR1000,24,2439.82,58555.64
32208,10,PUMP1000,11,563.31,6196.43
32208,20,PRTR1000,3,1971.14,5913.43
32208,30,DXTR1000,9,299.92,2699.27
32209,10,BOTL1000,14,3023.31,42326.4
32210,10,ORMN1000,13,2749.73,35746.49
32210,20,ORMN1000,21,1519.75,31914.85
32211,10,BOTL1000,4,187.52,750.09
32211,20,BOTL1000,7,680.59,4764.12
32211,30,EPAD1000,5,1263.67,6318.34
32212,10,PRTR1000,12,227.53,2730.41
32212,20,EPAD1000,10,629.97,6299.71
32212,30,EPAD1000,23,328.75,7561.19
32212,40,PRTR1000,14,733.58,10270.18
32213,10,ORMN1000,24,1247.26,29934.26
32213,20,PRTR1000,11,1689.09,18579.94
32213,30,PRTR1000,5,1628.22,8141.11
32214,10,PUMP1000,11,633.01,6963.11
32214,20,ORMN1000,11,1941.44,21355.85
32215,10,DXTR1000,20,670.66,13413.15
32215,20,PRTR1000,6,3970.88,23825.3
32215,30,EPAD1000,5,4800.93,24004.66
32215,40,DXTR1000,9,1793.05,16137.43
32216,10,PRTR1000,7,2059.19,14414.33
32216,20,ORMN1000,17,1664.26,28292.38
32217,10,ORMN1000,9,405.01,3645.09
32217,20,DXTR1000,18,1335.48,24038.71
32217,30,EPAD1000,5,2660.67,13303.35
32217,40,EPAD1000,9,1696.4,15267.64
32218,10,DXTR1000,11,90.14,991.59
32218,20,EPAD1000,10,1960.7,19607.01
32218,30,PRTR1000,24,142.31,3415.51
32219,10,DXTR1000,18,895.48,16118.72
32220,10,PRTR1000,18,7313.42,131641.55
32220,20,PRTR1000,8,6359.83,50878.65
32220,30,PRTR1000,15,3920.49,58807.29
32221,10,PRTR1000,15,1357.54,20363.11
32222,10,PUMP1000,11,210.5,2315.48
32222,20,DXTR1000,11,351.49,3866.44
32222,30,PUMP1000,20,99.89,1997.8
32222,40,EPAD1000,8,357.88,2863.08
32223,10,DXTR1000,23,1634.31,37589.21
32223,20,PRTR1000,12,1622.2,19466.39
32224,10,DXTR1000,14,876.39,12269.48
32224,20,DXTR1000,5,14668.81,73344.06
32225,10,BOTL1000,7,313.02,2191.13
32225,20,DXTR1000,10,626.39,6263.93
32225,30,PRTR1000,15,2416.4,36246.03
32226,10,EPAD1000,4,6361.79,25447.16
32226,20,PRTR1000,25,749.6,18739.92
32226,30,PUMP1000,16,2394.69,38314.97
32227,10,PUMP1000,4,4567.69,18270.78
32228,10,EPAD1000,11,262.96,2892.51
32228,20,EPAD1000,10,1185.98,11859.82
32229,10,BOTL1000,17,2362.12,40156.06
32229,20,PRTR1000,3,611.12,1833.36
32229,30,EPAD1000,11,2159.38,23753.22
32229,40,PRTR1000,1,22751.64,22751.64
32230,10,EPAD1000,7,1239.98,8679.83
32230,20,ORMN1000,20,399.28,7985.67
32231,10,DXTR1000,11,65.44,719.84
32231,20,EPAD1000,18,638.27,11488.8
32231,30,ORMN1000,17,903.84,15365.35
32232,10,EPAD1000,6,4612.56,27675.36
32232,20,DXTR1000,1,20016.16,20016.16
32233,10,PRTR1000,24,162.67,3904.11
32233,20,DXTR1000,19,167.87,3189.53
32233,30,PRTR1000,21,582.33,12229.01
32233,40,PRTR1000,9,496.73,4470.59
32234,10,DXTR1000,24,764.86,18356.58
32234,20,EPAD1000,12,3063.8,36765.57
32235,10,PRTR1000,10,502.93,5029.33
32235,20,PRTR1000,1,2919.93,2919.93
32235,30,PRTR1000,11,96.96,1066.54
32235,40,ORMN1000,19,85.11,1617.17
32236,10,PRTR1000,7,4740.36,33182.49
32237,10,EPAD1000,18,725.54,13059.71
32237,20,EPAD1000,21,1742.19,36586.02
32238,10,PUMP1000,7,2142.08,14994.57
32238,20,BOTL1000,13,1102.53,14332.83
32239,10,DXTR1000,13,894.64,11630.29
32239,20,DXTR1000,6,2013.43,12080.56
32239,30,PRTR1000,23,257.82,5929.88
32240,10,PUMP1000,13,6399.65,83195.44
32240,20,PUMP1000,14,250.26,3503.6
32241,10,PUMP1000,17,943.52,16039.82
32241,20,BOTL1000,2,6468.72,12937.44
32242,10,EPAD1000,17,619.78,10536.33
32242,20,PUMP1000,25,229.91,5747.73
32242,30,BOTL1000,25,122.09,3052.22
32242,40,ORMN1000,23,608.78,14001.94
32243,10,PRTR1000,23,425.55,9787.62
32243,20,PUMP1000,17,459.92,7818.61
32244,10,DXTR1000,17,4492.59,76374.0
32244,20,PRTR1000,8,16995.44,135963.51
32244,30,PRTR1000,2,48966.75,97933.51
32244,40,ORMN1000,2,29591.68,59183.36
32245,10,PUMP1000,16,1059.52,16952.4
32245,20,ORMN1000,4,350.92,1403.68
32245,30,PRTR1000,22,2.21,48.69
32245,40,DXTR1000,5,2504.79,12523.97
32246,10,PRTR1000,6,5585.53,33513.16
32246,20,PRTR1000,12,250.95,3011.34
32246,30,PUMP1000,20,1027.51,20550.2
32246,40,ORMN1000,2,7013.79,14027.59
32247,10,PUMP1000,9,17522.05,157698.49
32248,10,DXTR1000,24,458.02,10992.51
32248,20,DXTR1000,17,1000.27,17004.65
32248,30,EPAD1000,5,1216.3,6081.51
32249,10,ORMN1000,6,752.41,4514.44
32249,20,PUMP1000,2,3210.51,6421.02
32249,30,DXTR1000,21,164.86,3462.04
32249,40,EPAD1000,15,1049.27,15739.12
32250,10,DXTR1000,25,423.51,10587.87
32250,20,ORMN1000,9,1662.48,14962.36
32251,10,DXTR1000,20,98.94,1978.81
32251,20,PUMP1000,7,2348.35,16438.44
32251,30,DXTR1000,1,14143.81,14143.81
32252,10,PRTR1000,16,2849.41,45590.59
32253,10,BOTL1000,8,4685.85,37486.84
32253,20,BOTL1000,5,12884.79,64423.94
32254,10,EPAD1000,13,9087.68,118139.83
32254,20,ORMN1000,9,12706.87,114361.84
32254,30,PRTR1000,10,1297.15,12971.55
32255,10,BOTL1000,14,50.59,708.29
32255,20,ORMN1000,9,1140.46,10264.18
32256,10,PRTR1000,12,4592.23,55106.73
32257,10,PRTR1000,16,3393.71,54299.37
32258,10,DXTR1000,20,609.99,12199.82
32258,20,DXTR1000,25,588.11,14702.82
32258,30,BOTL1000,8,402.59,3220.71
32259,10,BOTL1000,22,0.08,1.74
32259,20,BOTL1000,5,241.96,1209.81
32259,30,PUMP1000,21,60.78,1276.45
32259,40,PUMP1000,25,25.77,644.37
32260,10,PRTR1000,6,782.82,4696.9
32260,20,PUMP1000,19,471.22,8953.22
32260,30,PUMP1000,7,829.93,5809.53
32260,40,PUMP1000,16,429.17,6866.73
32261,10,PUMP1000,2,8860.2,17720.41
32261,20,PRTR1000,14,127.68,1787.46
32261,30,EPAD1000,9,338.56,3047.03
32261,40,EPAD1000,18,344.81,6206.56
32262,10,PUMP1000,14,9595.4,134335.66
32262,20,PUMP1000,4,4708.81,18835.25
32262,30,PRTR1000,21,8842.01,185682.2
32263,10,EPAD1000,4,4479.31,17917.25
32263,20,EPAD1000,18,937.0,16866.06
32264,10,ORMN1000,11,2983.25,32815.8
32264,20,PUMP1000,2,465.24,930.48
32264,30,PRTR1000,11,9258.78,101846.53
32264,40,BOTL1000,15,2116.55,31748.31
32265,10,BOTL1000,19,318.69,6055.2
32265,20,DXTR1000,9,2078.74,18708.65
32265,30,EPAD1000,11,1566.9,17235.95
32265,40,DXTR1000,3,6368.46,19105.38
32266,10,ORMN1000,8,2157.75,17262.0
32267,10,PUMP1000,9,1712.85,15415.69
32267,20,PRTR1000,3,6429.12,19287.36
32268,10,BOTL1000,15,204.9,3073.46
32268,20,ORMN1000,22,1035.45,22779.8
32269,10,DXTR1000,21,2158.41,45326.61
32269,20,PRTR1000,13,188.66,2452.57
32270,10,BOTL1000,11,8128.89,89417.76
32271,10,EPAD1000,14,521.58,7302.19
32271,20,PUMP1000,13,1968.25,25587.3
32271,30,EPAD1000,13,984.31,12796.03
32271,40,DXTR1000,17,1.64,27.93
32272,10,PRTR1000,4,1168.47,4673.87
32272,20,DXTR1000,11,316.94,3486.37
32273,10,EPAD1000,7,1299.19,9094.35
32273,20,PUMP1000,4,6990.72,27962.9
32273,30,EPAD1000,16,1536.53,24584.53
32274,10,ORMN1000,8,502.44,4019.49
32274,20,ORMN1000,3,2336.95,7010.84
32274,30,ORMN1000,25,346.5,8662.55
32274,40,BOTL1000,21,529.79,11125.66
32275,10,EPAD1000,20,1685.26,33705.23
32276,10,PUMP1000,1,6584.06,6584.06
32276,20,PUMP1000,15,3714.34,55715.16
32277,10,PRTR1000,2,7466.2,14932.4
32277,20,EPAD1000,5,3224.95,16124.73
32277,30,PUMP1000,18,855.56,15400.13
32277,40,EPAD1000,23,39.42,906.66
32278,10,DXTR1000,12,3507.89,42094.63
32279,10,EPAD1000,2,2401.64,4803.27
32279,20,ORMN1000,20,517.79,10355.81
32280,10,PUMP1000,25,490.22,12255.38
32280,20,BOTL1000,9,589.42,5304.76
32281,10,DXTR1000,23,551.02,12673.38
32281,20,ORMN1000,7,6798.93,47592.49
32281,30,PRTR1000,11,2317.68,25494.48
32282,10,DXTR1000,9,189.35,1704.11
32282,20,BOTL1000,3,833.45,2500.34
32282,30,PRTR1000,17,139.28,2367.83
32282,40,DXTR1000,13,67.46,876.92
32283,10,DXTR1000,16,1816.08,29057.27
32283,20,ORMN1000,16,2999.92,47998.71
32283,30,EPAD1000,10,3359.85,33598.49
32284,10,DXTR1000,16,7877.39,126038.28
32285,10,PUMP1000,18,2939.84,52917.04
32286,10,BOTL1000,21,106.72,2241.22
32286,20,BOTL1000,21,614.88,12912.47
32286,30,DXTR1000,16,727.36,11637.78
32286,40,PUMP1000,11,1002.81,11030.88
32287,10,BOTL1000,24,650.17,15604.02
32287,20,PRTR1000,1,20216.78,20216.78
32287,30,BOTL1000,13,274.81,3572.57
32288,10,PRTR1000,15,2143.59,32153.92
32288,20,EPAD1000,25,992.29,24807.35
32288,30,PRTR1000,15,1495.67,22435.12
32288,40,PRTR1000,13,1456.08,18929.1
32289,10,DXTR1000,24,487.39,11697.37
32289,20,ORMN1000,8,1164.12,9312.97
32290,10,PRTR1000,2,6605.97,13211.94
32291,10,EPAD1000,6,82.49,494.95
32291,20,PRTR1000,7,115.46,808.21
32291,30,PUMP1000,8,143.07,1144.56
32291,40,PRTR1000,14,73.46,1028.43
32292,10,EPAD1000,12,973.82,11685.83
32292,20,PRTR1000,3,5469.11,16407.34
32292,30,BOTL1000,8,4799.95,38399.63
32293,10,EPAD1000,17,2530.14,43012.36
32293,20,DXTR1000,14,376.89,5276.47
32294,10,PUMP1000,18,1389.17,25005.02
32295,10,DXTR1000,12,2275.75,27308.99
32295,20,ORMN1000,3,20348.43,61045.3
32296,10,PUMP1000,4,1912.48,7649.94
32296,20,PUMP1000,21,1314.02,27594.33
32297,10,ORMN1000,2,5212.45,10424.89
